id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
tiger-46e3d772	tiger	active	noun	A2|B1	speaking	highest evidence score	listening|speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	object-or-context-scene	high	false
tight-98b9f356	tight	active	adjective	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	contrast-pair	high	false
tighten-120bb93b	tighten	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
tights-1e3f67a3	tights	active	noun	A2|B1	speaking	highest evidence score	listening|speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	object-or-context-scene	high	false
till-29d32eb5	till	active	conjunction|preposition	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	none	none	false
timber-e4651c9f	timber	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
time-714eea0f	time	active	noun|verb	A1|A2|B1|B2	reading	highest evidence score	reading	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|CEFR B2	multi-sense-panel	high	true
time-consuming-e99ae9aa	time-consuming	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 12	Unit 12	contrast-pair	low	false
time-keeping-2c54a653	time-keeping	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	object-or-context-scene	low	false
timely-d3496bac	timely	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
timetable-77409033	timetable	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
timing-61f53ba0	timing	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
tin-f2691976	tin	active	noun	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	object-or-context-scene	high	false
tiny-d4927dda	tiny	active	adjective	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	contrast-pair	high	false
tip-306a967f	tip	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2|CEFR B1	multi-sense-panel	high	true
tired-511e9911	tired	active	adjective	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	contrast-pair	high	false
tiring-2d1f13d9	tiring	active	adjective	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	contrast-pair	medium	false
tissue-bb8eb17c	tissue	active	noun	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR B2	object-or-context-scene	high	false
title-3c6de1b7	title	active	noun|verb	A1|B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|CEFR B2	multi-sense-panel	high	true
to-4374aaee	to	active	preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
to-tell-the-truth-ef222ee6	to tell the truth	active	idiom	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	none	none	false
toast-2d885aa8	toast	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
tobacco-70178a60	tobacco	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
today-2dd2bed7	today	active	adverb|noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	multi-sense-panel	high	true
toddler-792051e3	toddler	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 12	Unit 12	object-or-context-scene	low	false
toe-d756976b	toe	active	noun	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	object-or-context-scene	high	false
together-9034ff9e	together	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	manner-sequence	high	false
toilet-ea092410	toilet	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	high	false
tolerance-8432c7b6	tolerance	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
tolerate-10c166e6	tolerate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
toll-3cc82b67	toll	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
tomato-321f6b7e	tomato	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	high	false
tomatoes-404db29d	tomatoes	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	健康 Health	none	none	false
tomb-d660902b	tomb	active	noun		listening	explicit IELTS listening source	listening	high	1	Student IELTS Listening Unknowns 2026-08-01	历史与考古	object-or-context-scene	medium	false
tomorrow-2dac81d6	tomorrow	active	adverb|noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	multi-sense-panel	high	true
ton-5e4b6ad2	ton	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
tone-4429f685	tone	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
tongue-647b3042	tongue	active	noun	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	object-or-context-scene	high	false
tonight-4ce0cba1	tonight	active	adverb|noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	multi-sense-panel	high	true
tonne-e1e6e7c7	tonne	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
too-164a5c24	too	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	manner-sequence	high	false
tool-1937c4c2	tool	active	noun	A2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR A2	object-or-context-scene	low	false
tooth-63b3ea55	tooth	active	noun	A1|A2	reading	highest evidence score	speaking|reading	medium	2	Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	medium	false
tooth-teeth-289b9b60	tooth/teeth	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
toothache-6ff48cff	toothache	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
toothbrush-c3cc7c6c	toothbrush	active	noun	A2|B1	speaking	highest evidence score	listening|speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	object-or-context-scene	high	false
toothpaste-22ef5ba4	toothpaste	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
top-af2c7b4c	top	active	adjective|noun|verb	A2|B1|C1	writing	advanced descriptive or abstract production word	reading|writing	review	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR A2|CEFR C1	multi-sense-panel	high	true
topic-b415e16f	topic	active	noun	A1|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|教育 Studying	object-or-context-scene	high	false
torch-e7de9e62	torch	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
tornado-474446ad	tornado	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	自然 Nature	none	none	false
torrent-a2ec67d8	torrent	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	object-or-context-scene	low	false
torture-0734b72a	torture	active	noun|verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	multi-sense-panel	low	true
toss-d3b41209	toss	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
total-5a537e20	total	active	adjective|noun|verb	A2|B1|C1	writing	advanced descriptive or abstract production word	reading|writing	review	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR B1|CEFR C1	multi-sense-panel	high	true
totally-59a3b207	totally	active	adverb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	manner-sequence	high	false
touch-f4d1f019	touch	active	noun|verb	A2|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2|CEFR B1|动词 Verbs	multi-sense-panel	high	true
tough-c1f0cd9e	tough	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	contrast-pair	medium	false
tour-2c8bbd4e	tour	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2|CEFR B1	multi-sense-panel	high	true
tour-guide-3115689b	tour guide	active	noun	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	context-scene	high	false
tourism-7d8710ce	tourism	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	concept-metaphor	high	false
